,id,sentence,comment_cut,score,ratio
0,bvr2MC9h6Mc,하정우의 연기는 더테러 라이브 부터 더 이상 앞으로 나아가지 못하는듯 하다.,"['하정우', '의', '연기', '는', '더', '테러', '라이브', '부터', '더', '이상', '앞', '으로', '나아가지', '못', '하는듯', '하다']",1.3981083073208047,0.63
1,bvr2MC9h6Mc,옷장이 연기 젤 잘하더라,"['옷장', '이', '연기', '젤', '잘', '하더라']",1.7537533130566394,0.99
2,bvr2MC9h6Mc,예고편보고 거른영화네요<br>좀...서양공포영화 느낌이나서...,"['예고편', '보고', '거른', '영화', '네', '요', '좀', '서양', '공포영화', '느낌', '이나', '서']",0.4733684638251705,0.23
3,bvr2MC9h6Mc,하정우 결혼할려고 돈 모으나 영화 그냥 막 찍음,"['하정우', '결혼', '할려고', '돈', '모으나', '영화', '그냥', '막', '찍음']",0.9319078865016114,0.48
4,bvr2MC9h6Mc,신과 함께 드립 이거 진짜 시롸예요??????????????? ㅎㄷㄷ 진정한 공포다리...,"['신', '과', '함께', '드립', '이', '거', '진짜', '시롸', '예요', '진정한', '공포', '다리']",0.6644450146910381,0.32
5,bvr2MC9h6Mc,고라니에서 터졌땈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['고라니', '에서', '터졌땈']",-0.5999958039490961,-0.41
6,bvr2MC9h6Mc,"<a href=""https://www.youtube.com/watch?v=bvr2MC9h6Mc&amp;t=14m59s"">14:59</a>",['1459'],0.0,0.0
7,bvr2MC9h6Mc,볼만은 했음 여러가지 섞여나온느낌이라,"['볼', '만은', '했음', '여러가지', '섞여', '나온', '느낌', '이라']",-0.6291573888989435,-0.33
8,bvr2MC9h6Mc,요즘 한국 영화판 보면 참 안타까움.. 감독들이 약빨고 새롭게 영화를 만들어도 거의 흥행에 실패해버리니까 안전성 추구하려고 전에 있던 거 가져와서 짬봉파티만 하고 배우들도 그냥 자기 자신을 연기하는 것 같음;,"['요즘', '한국', '영', '화판', '보면', '참', '안타까', '움', '감독', '들', '이', '약', '빨', '고', '새롭게', '영화', '를', '만들어도', '거의', '흥행', '에', '실패해', '버리니까', '안전성', '추구', '하려고', '전', '에', '있던', '거', '가져와서', '짬봉', '파티', '만', '하고', '배우', '들', '도', '그냥', '자기', '자신', '을', '연기', '하는', '것', '같음']",9.67844027882134,3.63
9,bvr2MC9h6Mc,"기생충을 보고 한국영화계에서도 이 정도의 영화가 나올수 있는구나 싶었지만 그 이후에 나온게 백두산,클로젯.....<br>하정우 씨는 연기 잠시 쉬시는 것도 좋으신거 같아요...","['기생충', '을', '보고', '한국', '영화계', '에서도', '이', '정도', '의', '영화', '가', '나올수', '있는구나', '싶었지만', '그', '이후', '에', '나온게', '백두산', '클로', '젯', '하정우', '씨', '는', '연기', '잠시', '쉬시는', '것', '도', '좋으신', '거', '같아요']",2.368247960207576,0.95
10,bvr2MC9h6Mc,하정우는 최근 영화 뭐 다 졸작인거 같네,"['하정우', '는', '최근', '영화', '뭐', '다', '졸작', '인거', '같네']",1.371290417986176,0.7
11,bvr2MC9h6Mc,이거 아동폭력 방지영화아닌가요?,"['이', '거', '아동', '폭력', '방지영', '화', '아닌가요']",-4.401282729870689,-2.39
12,bvr2MC9h6Mc,&#39;정직한 후보&#39;의 님의 의견도 개인적으로 듣고 싶습니다.,"['39', '정직한', '후보', '39', '의', '님', '의', '의견', '도', '개인', '적', '으로', '듣고', '싶습니다']",0.14714914241481028,0.07
13,bvr2MC9h6Mc,요즘 하정우의 연기<br><br><br><br><br><br><br>왜 참으면서 다이어트 하지?<br>재밌는 상상 한 번 해보자구,"['요즘', '하정우', '의', '연기', '왜', '참으면서', '다이어트', '하지', '재밌는', '상상', '한', '번', '해보자구']",3.2889856399365325,1.56
14,bvr2MC9h6Mc,클로젯 극장에서 봤네요,"['클로젯', '극장', '에서', '봤네요']",0.46993652460255275,0.29
15,bvr2MC9h6Mc,"<a href=""https://www.youtube.com/watch?v=bvr2MC9h6Mc&amp;t=2m08s"">2:08</a> &quot;어바웃 타임&quot;이란 영화의 한 장면입니다.수작이죠. 추천!!","['208', 'quot', '어바웃', '타임', 'quot', '이란', '영화', '의', '한', '장면', '입니다', '수작', '이', '죠', '추천']",0.3332999753351004,0.15
16,bvr2MC9h6Mc,이번에 권상우 주연 &quot;히트&quot;도.......ㅅ  ㅣ 발 스럽죠!!,"['이번', '에', '권상우', '주연', 'quot', '히트', 'quot', '도', '발', '스럽죠']",-0.8574575978112497,-0.43
17,bvr2MC9h6Mc,하정우씨는 모르겠고 아역배우분들은 꽤 잘한것같았음,"['하정우', '씨', '는', '모르겠고', '아역배우', '분들', '은', '꽤', '잘', '한것', '같았음']",2.96051996124782,1.45
18,bvr2MC9h6Mc,중 후반가면 하정우가 연기를 안하는 듯 한 연기를 보여준다는데..   저놈의 신과 함께 드립 떄문 이었나..  감독이나 제작자가 어거지로 우겨넣었구만 보니까;;;,"['중', '후반', '가면', '하정우', '가', '연기', '를', '안', '하는', '듯', '한', '연기', '를', '보여준다는데', '저', '놈', '의', '신', '과', '함께', '드립', '떄문', '이었나', '감독', '이나', '제작자', '가', '어거지', '로', '우겨', '넣었구만', '보', '니까']",3.590574883323354,1.43
19,bvr2MC9h6Mc,점점 영화보는 수준은 올라가는데 늘 상업적이고 똑같은 연기를 하는 하정우.. 안타깝다 시나리오안목도 없는데 이젠 연기에 힘도 없고 ㅠ 믿거배우가 될까 걱정이됩니다,"['점점', '영', '화보', '는', '수준', '은', '올라가는데', '늘', '상업', '적', '이고', '똑같은', '연기', '를', '하는', '하정우', '안타깝다', '시나리오', '안목', '도', '없는데', '이', '젠', '연기', '에', '힘', '도', '없고', '믿거', '배우', '가', '될까', '걱정', '이', '됩니다']",0.9260438154145774,0.36
20,bvr2MC9h6Mc,개인적으로 하정우 배우를 좋아하는데... 요즘에는 점점 거르는 영화가 많아지는군요ㅠㅠ,"['개인', '적', '으로', '하정우', '배우', '를', '좋아하는데', '요즘', '에는', '점점', '거르', '는', '영화', '가', '많아지는군요']",2.454964816590463,1.13
21,bvr2MC9h6Mc,명작은 가뭄에 콩 나오듯이 나오고 망작은 새해부터 끊임없이 쏟아져 나오는거 보니까 한국영화 망한거 아닐까? 너무 걱정된다ㅠㅠ 일년에 영화관 고작 한 두번 정도만 가게 되고 나중에는 영화관에 한국영화 보러 잘 안 갈거 같다.,"['명작', '은', '가뭄', '에', '콩', '나오듯이', '나오고', '망', '작은', '새해', '부터', '끊임없이', '쏟아져', '나오는거', '보', '니까', '한국영', '화', '망한거', '아닐까', '너무', '걱정', '된다', '일', '년', '에', '영화관', '고작', '한', '두', '번', '정도', '만', '가게', '되고', '나중', '에는', '영화관', '에', '한국영', '화', '보러', '잘', '안', '갈거', '같다']",-1.081044150332795,-0.41
22,bvr2MC9h6Mc,"영화, 게임 등은 결국 예술,창작의 영역과 돈만보는 장사치의 영역이 혼합될수밖에 없는데<br>시스템을 갈아엎을수 없는 한, 현시스템으로는 헐리우드나 다른나라도 근본적인 딜레마와 부작용은 비슷함.<br>결국은 두가지의 비율이 핵심인데 이나라에는 확실히 스레기가 더 많은걸 보니 후자쪽으로 치우친듯.<br><br><br>열심히 잼있는걸 만들어서 돈도 왕창벌자 와 능력은 안되니 스레기로 사기쳐서 돈쉽게 벌어보자의 차이인가<br>한국영화 봐달라고 눈물콧물질질짜길래 열심히 봐줬더니 이딴거 만들어서 들이미네","['영화', '게임', '등', '은', '결국', '예술', '창작', '의', '영역', '과', '돈', '만', '보는', '장사치', '의', '영역', '이', '혼합', '될수밖에', '없는데', '시스템', '을', '갈아엎을수', '없는', '한', '현', '시스템', '으로는', '헐리우드', '나', '다른', '나라', '도', '근본', '적', '인', '딜레마', '와', '부작용', '은', '비슷함', '결국', '은', '두', '가지', '의', '비율', '이', '핵심', '인데', '이나라', '에는', '확실히', '스레기', '가', '더', '많은걸', '보니', '후자', '쪽', '으로', '치우친듯', '열심히', '잼있는걸', '만들어서', '돈', '도', '왕창', '벌자', '와', '능력', '은', '안되니', '스레기', '로', '사기', '쳐서', '돈', '쉽게', '벌어', '보자의', '차이', '인가', '한국영', '화', '봐', '달라', '고', '눈물', '콧물', '질질', '짜길래', '열심히', '봐', '줬더니', '이딴', '거', '만들어서', '들이', '미네']",4.708310492460599,1.57
23,bvr2MC9h6Mc,클로젯재미있는데 왜 그럼니까,"['클로', '젯', '재미있는데', '왜', '그럼니까']",-0.5905594087229158,-0.35
24,bvr2MC9h6Mc,ㄴㄴ,[],0.0,-0.0
25,bvr2MC9h6Mc,멍청한 지도자는 그 바탕에 그 수준에 적합한 국민이 있는 거고  쓰레기 영화에는 그에 준하는 수준 낮은 관객들이 있기 때문에 양산이 가능하다,"['멍청한', '지도자', '는', '그', '바탕', '에', '그', '수준', '에', '적합한', '국민', '이', '있는', '거고', '쓰레기', '영화', '에는', '그', '에', '준', '하는', '수준', '낮은', '관객', '들', '이', '있기', '때문', '에', '양산', '이', '가능하다']",3.4676864337810693,1.38
26,bvr2MC9h6Mc,아무것도 생산하지 않고 타인의 생산물을 비판하는것이 업이된다라......모든걸 알고있다는듯 오만한 태도로 일관하면 내 업을 이어나갈수 있게 해준 이들에 대한 예의가 아니지 않을까......,"['아무', '것', '도', '생산', '하지', '않고', '타인', '의', '생산', '물', '을', '비판', '하는것이', '업', '이', '된다', '라모', '든', '걸', '알고있다는듯', '오만한', '태도', '로', '일관', '하면', '내', '업', '을', '이', '어나', '갈수', '있게', '해준', '이', '들', '에', '대한', '예의', '가', '아니지', '않을까']",2.604414759598754,1.0
27,bvr2MC9h6Mc,난 사운드가 너무 커서 귀 아프더라 ㅡㅡ,"['난', '사운드', '가', '너무', '커서', '귀', '아프더라']",-1.307663933683562,-0.71
28,bvr2MC9h6Mc,대한민국 장르감독들은 봉준호한테 싸다구좀 맞아야 할것같다,"['대한민국', '장르', '감독', '들', '은', '봉준호', '한테', '싸다구', '좀', '맞아야', '할것', '같다']",1.4247011563961196,0.69
29,bvr2MC9h6Mc,난 특히 연출이 너무 별로 였음 벽장 통과하니까 무슨 놀이공원 귀신의 집 같은게 나오냐,"['난', '특히', '연출', '이', '너무', '별로', '였음', '벽장', '통과', '하니까', '무슨', '놀이', '공원', '귀신', '의', '집', '같은게', '나오냐']",1.2551546662741278,0.56
30,bvr2MC9h6Mc,하정우 연기 어색하단거 느낀게 저뿐만이 아니었군요 하정우 연기덕와 어색한 귀신분장 등등덕에 영화가 더 b급으로 느껴지더군요 슬픈연기를하는데 무표정으로 슬픈연기를 하고 자빠진거보고 어이가없었음 ;;,"['하정우', '연기', '어색하단', '거', '느낀게', '저', '뿐', '만이', '아니었군요', '하정우', '연', '기', '덕', '와', '어색한', '귀신', '분장', '등등', '덕', '에', '영화', '가', '더', 'b', '급', '으로', '느껴지더군요', '슬픈', '연기', '를', '하는데', '무표정', '으로', '슬픈', '연기', '를', '하고', '자빠진거', '보고', '어이', '가', '없었음']",4.341223093328071,1.65
31,bvr2MC9h6Mc,에라이 넌 페미 눈치 본거때매 그 후에 리뷰하는거랑 비교되서 별로다,"['에', '라이', '넌', '페미', '눈치', '본거', '때매', '그', '후', '에', '리뷰', '하는거랑', '비교', '되서', '별로', '다']",1.3476661241318333,0.61
32,bvr2MC9h6Mc,하정우 참 개인적으로 좋아하는 배우인데 .....작품을 고르는 눈이 참 요즘에 참 ....하정우씨 안경좀 끼세요 작품 고르는 눈에요 안그러면 다쳐요 ㅋㅋ,"['하정우', '참', '개인', '적', '으로', '좋아하는', '배우', '인데', '작품', '을', '고르는', '눈', '이', '참', '요즘', '에', '참', '하정우', '씨', '안경', '좀', '끼세요', '작품', '고르는', '눈', '에요', '안', '그러면', '다쳐요']",4.343006854612206,1.76
33,bvr2MC9h6Mc,가볍게 보기엔 재미있게 본 가족 영화라고 생각함,"['가볍게', '보기', '엔', '재미있게', '본', '가족', '영화', '라고', '생각', '함']",1.9917697913004315,1.0
34,bvr2MC9h6Mc,"공부안하고 영화 찍으면, 이렇게 찍는 듯. 관객들이 우스운거지. 대충 베겨도 모르겠거니.... 영화 만들지 말고 대필작가를 하지,","['공', '부안', '하고', '영화', '찍으면', '이렇게', '찍는', '듯', '관객', '들', '이', '우스운거지', '대충', '베겨', '도', '모르겠거니', '영화', '만들지', '말고', '대필작가', '를', '하지']",0.13431219348918422,0.06
