,id,sentence,comment_cut,score,ratio
0,2RjK2yBTK2E,"<a href=""https://blog.naver.com/mindpost14"">https://blog.naver.com/mindpost14</a><br>위 블로그에 저의 범죄 피해글을 올렸습니다.<br>방송국에 방송소재 조달하는 깡패들이 <br>방송국과 함께 일반시민인 <br>제 사생활을 도청하여 방송소재로<br>넘기는 범죄 피해를 9년간 겪고 있습니다.<br>범죄자들이 제 집안에 몰래 침입해<br>초소형스피커설치로 천정전등부근, 인터폰, <br>tv, 컴퓨터등 온갖기기에서 끊임없이 조롱하는 말을걸고, 원격으로 신체를 고문을 겪고 있습니다. <br>범죄자들 인원도 많습니다. <br>범죄자들이 저희집에 왜 이렇게 <br>오래있는지 모르겠습니다","['httpsblognavercommindpost', '14', '위', '블로그', '에', '저', '의', '범죄', '피해', '글', '을', '올렸습니다', '방송국', '에', '방송', '소재', '조달', '하는', '깡패', '들', '이', '방송국', '과', '함께', '일', '반시민', '인', '제', '사생활', '을', '도청', '하여', '방송', '소재', '로', '넘기는', '범죄', '피해', '를', '9년', '간', '겪고', '있습니다', '범죄자', '들', '이', '제', '집안', '에', '몰래', '침입', '해', '초소', '형', '스피커', '설치', '로', '천정', '전등', '부근', '인터폰', 'tv', '컴퓨터', '등', '온갖', '기기', '에서', '끊임없이', '조롱', '하는', '말', '을', '걸고', '원격', '으로', '신체', '를', '고문', '을', '겪고', '있습니다', '범죄자', '들', '인원', '도', '많습니다', '범죄자', '들', '이', '저희', '집', '에', '왜', '이렇게', '오래', '있는지', '모르겠습니다']",-11.853114205030556,-3.97
1,2RjK2yBTK2E,I can hear his voice all-day but I still need English subtitles please,"['I', 'can', 'hear', 'his', 'voice', 'allday', 'but', 'I', 'still', 'need', 'English', 'subtitles', 'please']",0.0,0.0
2,2RjK2yBTK2E,❤💚💙,[],0.0,-0.0
3,2RjK2yBTK2E,"그래 ... 남주혁은 덮주혁 ,,,이야 ... 아 진짜 덮은 머리 너무 잘 어울려ㅠㅠㅜㅜㅠㅠㅠㅠㅠㅠㅠㅜㅜㅠ","['그래', '남주혁', '은', '덮주혁', '이야', '아', '진짜', '덮은', '머리', '너무', '잘', '어울려']",5.4421875525122285,2.62
4,2RjK2yBTK2E,한지민 와..진짜 여신이네..이런 얘기도 지겨우실듯,"['한지민', '와', '진짜', '여신', '이네', '이런', '얘기', '도', '지겨우실듯']",1.354191061857781,0.69
5,2RjK2yBTK2E,둘 다 진짜 괜찮은 사람들 같다.. 💛,"['둘', '다', '진짜', '괜찮은', '사람', '들', '같다']",1.138878494232067,0.62
6,2RjK2yBTK2E,둘다 순둥순둥 선하고 예뻐서 참 잘 어울려요🥰,"['둘다', '순둥순둥', '선하고', '예뻐서', '참', '잘', '어울려요']",1.9467767024159408,1.06
7,2RjK2yBTK2E,why in the world there is no subtitles in interviews and shows of nam joo hyuk <br>he does have so many fans other than koreans,"['why', 'in', 'the', 'world', 'there', 'is', 'no', 'subtitles', 'in', 'interviews', 'and', 'shows', 'of', 'nam', 'joo', 'hyuk', 'he', 'does', 'have', 'so', 'many', 'fans', 'other', 'than', 'koreans']",0.0,0.0
8,2RjK2yBTK2E,둘다 넘 죠앙,"['둘다', '넘', '죠', '앙']",0.14862678101249704,0.09
9,2RjK2yBTK2E,귀여워... 멘트 다하고 바로 누나 쳐다보는거 봐...... ㄱㅇㅇ.....,"['귀여워', '멘트', '다', '하고', '바로', '누나', '쳐다보는거', '봐']",2.1656886749348843,1.14
10,2RjK2yBTK2E,English translation please,"['English', 'translation', 'please']",0.0,0.0
11,2RjK2yBTK2E,한지민 😍😍😍,['한지민'],0.3108542121040625,0.31
12,2RjK2yBTK2E,"지민씨 니트 너무 예쁘다 ,,","['지민', '씨', '니트', '너무', '예쁘다']",4.292873574354064,2.53
13,2RjK2yBTK2E,폭신폭신 해보임ㅜㅜ,"['폭', '신', '폭신', '해', '보임']",-2.864835708016663,-1.69
14,2RjK2yBTK2E,누나킬러 나로선 한지민같은누나 너무치명적이다 후,"['누나', '킬러', '나로', '선', '한지민', '같은', '누나', '너무', '치명', '적', '이다', '후']",1.867454713156845,0.9
15,2RjK2yBTK2E,"나 조제 너무 보고싶어 언니... 오빠, 나 조제 보러 가고싶어.... 언니 오빠ㅜㅜㅜ 나 조제 보고 싶다 정말 재개봉 다시 해줘요... 나 진짜 1일1조제 하러 갈게...,","['나', '조제', '너무', '보고싶어', '언니', '오빠', '나', '조제', '보러', '가고싶어', '언니', '오빠', '나', '조제', '보고', '싶다', '정말', '재', '개봉', '다시', '해줘요', '나', '진짜', '1일', '1조', '제', '하러', '갈게']",1.9416772618116855,0.79
16,2RjK2yBTK2E,조제에서 남주혁 역을 맡은 영석ㅋㅋㅋㅋㅋㅋ,"['조제', '에서', '남주혁', '역', '을', '맡은', '영석']",0.2329642111507053,0.13
17,2RjK2yBTK2E,일본 원작이죠 10년전에 본거 같은데 대충 스토리가 기억이 나긴한데 볼만했었다,"['일본', '원작', '이', '죠', '10년', '전에', '본거', '같은데', '대충', '스토리', '가', '기억', '이', '나긴한데', '볼', '만', '했었다']",-1.121015362622111,-0.5
18,2RjK2yBTK2E,Eng subtitles plssss,"['Eng', 'subtitles', 'plssss']",0.0,0.0
19,2RjK2yBTK2E,누나래 ㅠㅠㅠ 진짜 개귀엽다 ㅠㅠㅠ,"['누나', '래', '진짜', '개', '귀엽다']",3.452404377868633,2.03
20,2RjK2yBTK2E,love to see them togetheron the screenplay,"['love', 'to', 'see', 'them', 'togetheron', 'the', 'screenplay']",0.0,0.0
21,2RjK2yBTK2E,남주혁 어깨 보소 ㅠㅠㅠㅠ!!!,"['남주혁', '어깨', '보소']",0.5085220107221298,0.34
22,2RjK2yBTK2E,"<a href=""https://www.youtube.com/watch?v=2RjK2yBTK2E&amp;t=2m00s"">2:00</a> 트레이닝복 입으면 원래 레스토랑 못 들어가나요...? 왜 못 들어가게 한 거지,,ㅠㅠ","['200', '트레이닝복', '입으면', '원래', '레스토랑', '못', '들어가나요', '왜', '못', '들어가게', '한', '거지']",-0.527821337436762,-0.25
23,2RjK2yBTK2E,외국에는 그런 레스토랑 흔해요 정장 입어야 입장 가능한..,"['외국', '에는', '그런', '레스토랑', '흔해요', '정장', '입어야', '입장', '가능한']",0.5320710543099204,0.27
24,2RjK2yBTK2E,와 남주혁 존잘 ..,"['와', '남주혁', '존잘']",2.50852201072213,1.7
25,2RjK2yBTK2E,주혁 오빠가 “누나ㅠㅠ”라고 하는 모습 보고 싶다ㅠㅠㅠ,"['주혁', '오빠', '가', '누나', '라고', '하는', '모습', '보고', '싶다']",1.842104255261868,0.94
26,2RjK2yBTK2E,MISSED THEM BOTH SO MUCH🥺❤️❤️,"['MISSED', 'THEM', 'BOTH', 'SO', 'MUCH']",0.0,0.0
27,2RjK2yBTK2E,남주혁 너무 보고싶다,"['남주혁', '너무', '보고싶다']",1.4356635176810817,0.97
28,2RjK2yBTK2E,이쁘당,['이쁘당'],0.0,0.0
29,2RjK2yBTK2E,The English comment you&#39;re searching for 👀,"['The', 'English', 'comment', 'you', '39', 're', 'searching', 'for']",-0.3401985674518496,-0.18
30,2RjK2yBTK2E,둘은 “띠동갑”이라는 사실,"['둘', '은', '띠', '동갑', '이라는', '사실']",-0.22596522407245218,-0.13
31,2RjK2yBTK2E,한지민배우님 어렸을때부터 봉사활동도 많이 하시고 한결같이 너무 예쁜배우 ㅠㅠ💜 남주혁배우님은 남잔데 청순외모에 성격도 너무 귀엽고 둘조합 짱 좋아요❤,"['한지민', '배우', '님', '어렸을', '때', '부터', '봉사활동', '도', '많이', '하시고', '한결같이', '너무', '예쁜', '배우', '남주', '혁', '배우', '님', '은', '남잔', '데', '청순', '외모', '에', '성격', '도', '너무', '귀엽고', '둘', '조합', '짱', '좋아요']",8.64864410639451,3.45
32,2RjK2yBTK2E,비주얼 머선일이고 ... 비주얼이라는게 폭발한다,"['비주', '얼', '머선', '일이', '고', '비주', '얼', '이라는', '게', '폭발', '한다']",0.9804874058634246,0.48
33,2RjK2yBTK2E,Can we have English subtitles please,"['Can', 'we', 'have', 'English', 'subtitles', 'please']",0.0,0.0
34,2RjK2yBTK2E,진짜 코로나 때문에 못 보고 있는데...<br>보고싶네요..,"['진짜', '코로나', '때문', '에', '못', '보고', '있는데', '보고싶네요']",1.7475726292620708,0.92
35,2RjK2yBTK2E,English subtitle please,"['English', 'subtitle', 'please']",0.0,0.0
36,2RjK2yBTK2E,What can I get from this interview are both of them loves to eat. They went to Scotland for shooting and they often eat ramyeon (instant noodles) there and also Joohyuk loves to eat chocolate(?) If I&#39;m not mistaken. When Joohyuk acting for the emotional scene at aquarium there is a whale(?) Passing by... yeah something like that,"['What', 'can', 'I', 'get', 'from', 'this', 'interview', 'are', 'both', 'of', 'them', 'loves', 'to', 'eat', 'They', 'went', 'to', 'Scotland', 'for', 'shooting', 'and', 'they', 'often', 'eat', 'ramyeon', 'instant', 'noodles', 'there', 'and', 'also', 'Joohyuk', 'loves', 'to', 'eat', 'chocolate', 'If', 'I', '39', 'm', 'not', 'mistaken', 'When', 'Joohyuk', 'acting', 'for', 'the', 'emotional', 'scene', 'at', 'aquarium', 'there', 'is', 'a', 'whale', 'Passing', 'by', 'yeah', 'something', 'like', 'that']",-0.3401985674518496,-0.12
37,2RjK2yBTK2E,Looking forward for the English subtitles....can&#39;t wait to understand what they&#39;re saying...😊😊😊,"['Looking', 'forward', 'for', 'the', 'English', 'subtitlescan', '39', 't', 'wait', 'to', 'understand', 'what', 'they', '39', 're', 'saying']",-0.3401985674518496,-0.15
